,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1070,-0.01415,0.95130,1001.17505,-99.67528,2.09286,mustard silt,-0.32599,2.22463,5473.38629,-89190.13673,True,False,-50.11997
1071,1.39830,-0.35939,1001.13441,-99.44582,-0.79065,mustard silt,2.27252,-0.47666,5473.91833,-89187.65884,False,False,20.48217
1072,0.46277,0.62711,1001.03828,-99.40846,1.37964,mustard silt,-0.52886,-1.80976,5473.99537,-89186.92837,False,False,-26.34221
1073,-0.99067,1.72518,1001.16519,-99.54389,3.79540,mustard silt,-0.46854,-0.51245,5477.44652,-89187.11607,True,False,-98.95090
1074,0.80566,0.19389,1000.32486,-100.23416,0.42656,surströmming,-0.47795,-1.01278,5473.74692,-89184.41782,True,False,-9.55439
1075,1.32105,-0.25122,1001.18966,-99.70291,-0.55269,mustard silt,1.04741,0.42887,5474.70460,-89184.98862,False,False,16.64727
1076,1.69928,-0.68479,1000.59691,-99.91378,-1.50654,surströmming,-1.80208,-0.36406,5474.72266,-89187.33596,True,False,35.26261
1077,0.54857,0.36253,1000.37920,-99.99308,0.79757,mexicansk silt,-0.00622,-0.28462,5476.86005,-89185.88793,True,False,-22.38210
1078,0.86551,-0.04527,1000.34446,-100.05955,-0.09959,surströmming,2.40881,-0.28860,5472.54332,-89185.12907,True,False,-6.55213
1079,-0.35004,1.60239,1001.07137,-99.90223,3.52526,mustard silt,-0.08356,0.31766,5475.38637,-89185.74575,True,False,-66.96637
1080,1.40672,-0.29756,1001.09469,-99.78082,-0.65464,mustard silt,1.42553,2.58720,5476.00185,-89184.69784,True,False,20.88348
1081,-0.06789,1.02346,1001.13174,-99.70416,2.25161,mustard silt,-1.34262,0.82286,5476.46583,-89182.99046,True,False,-52.82868
1082,-0.81624,1.68516,1000.11480,-100.12792,3.70735,mustard silt,-0.13655,-1.10882,5476.83382,-89186.14830,True,False,-90.75447
1083,1.11790,-0.11017,1000.92858,-99.74157,-0.24238,mustard silt,0.89450,0.12986,5474.62283,-89184.35238,True,False,6.35946
1084,2.55086,-1.66789,1000.68836,-99.89504,-3.66936,surströmming,-0.28958,-0.08175,5475.89666,-89186.47122,False,False,77.88706
1085,0.16007,0.53225,1001.27815,-99.19269,1.17095,mustard silt,1.83197,-0.57355,5471.63573,-89185.90133,False,False,-41.35766
1086,0.40061,0.74172,1000.72150,-99.59605,1.63179,mustard silt,-1.67875,1.91936,5473.39613,-89184.25158,False,False,-29.60858
1087,0.61195,0.45358,1000.61609,-99.89345,0.99787,mustard silt,0.19415,-0.63546,5476.42128,-89188.09812,True,False,-19.09454
1088,2.06850,-0.83206,1000.54289,-99.91904,-1.83054,surströmming,0.05579,0.17502,5479.52219,-89185.88823,True,False,53.69625
1089,0.67670,0.22415,1000.36987,-99.94704,0.49312,curry silt,0.96245,-0.73379,5473.17689,-89185.02396,True,False,-15.98018
1090,1.51684,-0.61143,1000.87631,-99.71225,-1.34515,silt med onions,1.05660,2.50454,5475.36920,-89185.40420,False,False,26.28028
1091,1.77328,-0.82116,1000.84234,-99.95557,-1.80654,surströmming,-0.44880,1.63026,5475.10994,-89185.19913,True,False,39.08504
1092,1.83896,-0.92030,1000.69484,-100.12048,-2.02465,surströmming,-3.12700,0.41952,5473.63881,-89185.28498,True,False,42.29551
1093,1.12164,-0.14326,1001.44518,-99.69955,-0.31517,mustard silt,-0.26900,-2.39515,5474.94707,-89184.59489,True,False,6.80457
1094,0.12490,0.81805,1001.03507,-100.17809,1.79971,mustard silt,-0.08622,-0.30679,5474.89513,-89186.46714,True,False,-43.23731
1095,1.06608,0.02686,1000.43367,-99.82753,0.05909,curry silt,-0.66431,-0.70147,5477.39100,-89188.02360,True,False,3.52100
1096,0.02206,0.97115,1001.12904,-99.82713,2.13652,mustard silt,1.51888,0.28200,5473.53431,-89185.24207,True,False,-48.33232
1097,-0.28824,1.30383,1001.07888,-99.40709,2.86843,mustard silt,1.72696,-0.19958,5474.67059,-89185.76954,False,False,-63.87267
1098,-1.26118,2.27860,1001.23982,-99.25215,5.01292,mustard silt,-0.70502,2.12934,5475.30099,-89185.86771,False,False,-112.43927
1099,-0.10233,1.21599,1001.09908,-99.78926,2.67518,mustard silt,-1.21069,-2.85700,5477.65233,-89187.61726,True,False,-54.56712
1100,0.71795,0.10378,1000.13597,-100.06935,0.22831,surströmming,1.08762,0.94123,5472.48896,-89185.02528,True,False,-14.03472
1101,1.75661,-0.84027,1000.14122,-100.21933,-1.84860,surströmming,-1.00281,0.69053,5477.71149,-89186.11665,True,False,37.90123
1102,1.72757,-1.00360,1001.31519,-99.49238,-2.20793,old-fashioned silt,1.36687,2.62723,5474.41196,-89184.87310,False,False,37.03591
1103,1.27397,-0.23607,1001.41956,-99.36880,-0.51934,mustard silt,2.82401,-1.68419,5474.34243,-89185.69556,False,False,14.40832
1104,0.32211,0.77754,1001.38089,-99.20901,1.71060,mustard silt,-0.34551,0.06607,5473.67404,-89185.86859,False,False,-33.20412
1105,-1.02470,1.96991,1000.48826,-100.04675,4.33380,mustard silt,-1.22140,0.93142,5475.30904,-89186.44484,True,False,-100.99070
1106,1.52561,-0.58894,1000.87096,-99.77096,-1.29567,silt med onions,-0.71646,1.38616,5478.01346,-89186.14708,False,False,26.71612
1107,2.03306,-1.20877,1000.72289,-100.11737,-2.65930,surströmming,0.65213,-0.63668,5475.58222,-89186.60746,True,False,52.01449
1108,1.25970,-0.33095,1001.28377,-99.83781,-0.72808,mustard silt,-0.50277,1.30373,5473.29674,-89186.84550,True,False,13.62708
1109,1.11267,-0.02343,1001.01008,-99.87784,-0.05155,mustard silt,0.45578,0.01991,5477.27916,-89187.24442,True,False,6.13846
1110,0.43343,0.76216,1000.83175,-99.74195,1.67676,mustard silt,-0.21006,-2.45333,5475.85708,-89186.37685,True,False,-27.91284
1111,0.75558,0.17483,1001.13623,-99.75790,0.38462,mustard silt,1.19415,-1.58527,5478.53128,-89187.06863,True,False,-11.65286
1112,1.55510,-0.61745,1001.02802,-99.59152,-1.35840,old-fashioned silt,1.00711,-1.96084,5473.40136,-89186.79263,False,False,28.26911
1113,0.54162,0.73053,1000.61132,-100.00766,1.60717,mustard silt,0.21377,-0.16224,5473.29615,-89186.56516,True,False,-22.61342
1114,1.44352,-0.34620,1000.70083,-99.87407,-0.76165,silt med schnapps,1.19320,-1.88569,5479.21067,-89186.08929,True,False,22.52660
1115,0.38217,0.58622,1000.15191,-100.09617,1.28968,curry silt,0.63526,0.68017,5477.90400,-89186.35232,True,False,-30.81578
1116,-1.39051,2.27010,1000.71112,-99.88117,4.99422,mustard silt,-1.28656,-1.85292,5474.26094,-89184.61780,True,False,-119.17001
1117,1.40255,-0.30699,1000.72546,-99.70367,-0.67539,mexicansk silt,-1.18726,0.53260,5475.97698,-89187.88405,False,False,20.49038
1118,0.57257,0.54485,1000.25164,-100.18796,1.19866,curry silt,2.54242,-1.90468,5473.37685,-89185.86446,True,False,-21.24545
1119,0.35309,0.50869,1001.04130,-99.95028,1.11913,mustard silt,-2.01971,-1.35213,5476.17832,-89184.42066,True,False,-31.82479
1120,1.84677,-0.67320,1001.14282,-99.40061,-1.48105,mustard silt,-1.02238,0.41839,5472.26301,-89188.72791,False,False,42.91006
1121,1.71442,-0.35591,1001.03037,-99.88191,-0.78301,mexicansk silt,1.98334,-1.28184,5473.96106,-89185.19282,True,False,36.23600
1122,0.07433,0.83997,1000.44950,-100.03297,1.84794,mustard silt,-0.26138,1.55734,5480.90055,-89183.82468,True,False,-46.05874
1123,-0.54297,1.60000,1000.61360,-99.85990,3.51999,mustard silt,-1.15234,-0.31474,5473.86621,-89185.01429,True,False,-76.84158
1124,2.14429,-1.11486,1001.07822,-99.42268,-2.45270,silt med onions,0.94725,-1.68773,5476.37631,-89186.39465,False,False,57.75339
1125,0.89398,0.07942,1000.60549,-100.22308,0.17473,silt med schnapps,1.49250,2.00925,5474.56496,-89185.73490,True,False,-4.99848
1126,1.05477,-0.28891,1000.44901,-100.07782,-0.63561,surströmming,0.01597,0.57572,5477.37525,-89185.99199,True,False,2.96311
1127,0.98350,0.16379,1000.67102,-99.76820,0.36034,mustard silt,1.16806,-0.70836,5478.23982,-89185.45698,True,False,-0.48942
1128,1.55620,-0.37785,1000.38556,-100.27884,-0.83126,surströmming,-0.67490,0.45569,5471.47474,-89185.88388,True,False,28.00276
1129,-0.48818,1.27432,1001.16390,-99.66640,2.80349,mustard silt,0.43934,0.18034,5476.90393,-89186.12017,True,False,-73.82726
1130,1.02889,-0.06413,1001.14250,-99.68649,-0.14108,mustard silt,-1.48429,0.52251,5472.22201,-89184.89548,False,False,2.01595
1131,-0.05551,1.21877,1000.99714,-99.69214,2.68130,mustard silt,0.89448,0.85780,5479.10792,-89185.55035,True,False,-52.27698
1132,0.25498,1.01037,1000.29584,-100.23004,2.22281,mustard silt,0.66779,1.22533,5472.62661,-89184.90762,True,False,-37.10288
1133,-0.08789,0.87588,1000.44789,-99.85050,1.92693,mustard silt,0.42804,-1.04988,5474.95700,-89188.31716,True,False,-54.17049
1134,0.54985,0.46535,1000.85571,-99.53933,1.02378,mustard silt,-1.41687,0.48313,5471.20349,-89185.11052,False,False,-22.07948
1135,-0.11600,1.06752,1001.22777,-99.78109,2.34855,mustard silt,1.22816,0.90652,5476.52024,-89187.61220,True,False,-55.18628
1136,0.22678,0.72124,1000.90004,-99.53995,1.58672,mustard silt,-1.01256,-0.49967,5473.72356,-89184.46330,False,False,-38.21086
1137,2.84728,-1.73225,1000.39732,-100.00648,-3.81096,surströmming,-0.49551,0.54483,5472.85343,-89185.78258,True,False,92.56242
1138,1.17605,-0.02180,1000.97583,-99.58097,-0.04796,mustard silt,-0.13222,0.82809,5478.29039,-89187.56316,False,False,9.29038
1139,0.17059,0.77296,1000.65595,-99.74481,1.70052,mustard silt,-0.65760,3.63904,5477.50649,-89187.14172,True,False,-41.14263
1140,1.09053,-0.22533,1000.71745,-100.10021,-0.49572,surströmming,-0.18395,-1.36460,5475.32679,-89186.74642,True,False,4.88533
1141,0.91910,-0.01497,1000.86722,-99.86646,-0.03294,mustard silt,0.37934,-0.31658,5476.37575,-89186.85947,True,False,-3.61132
1142,0.40191,0.53675,1000.95304,-99.84595,1.18085,mustard silt,-0.86118,1.39279,5474.00466,-89185.87634,True,False,-29.42775
1143,1.71500,-0.76738,1001.26689,-100.00675,-1.68824,silt med schnapps,0.28783,-2.29786,5474.03034,-89183.55320,True,False,36.38325
1144,2.34811,-1.27397,1001.17882,-99.56305,-2.80273,surströmming,-0.33826,-1.34359,5475.07804,-89183.61289,False,False,67.99511
1145,0.60179,0.30124,1001.22299,-99.65971,0.66272,mustard silt,0.95525,-0.03463,5475.03054,-89184.98161,True,False,-19.29915
1146,1.72341,-0.37323,1000.62147,-99.90788,-0.82110,surströmming,0.72365,0.00357,5475.12953,-89184.70868,True,False,36.48105
1147,1.63874,-0.56404,1000.45813,-100.06894,-1.24089,surströmming,-0.23324,-0.01658,5474.08995,-89185.30560,True,False,32.16585
1148,1.85722,-1.24153,1000.45108,-100.11616,-2.73137,surströmming,-0.48861,0.92960,5473.84566,-89185.66851,True,False,43.08658
1149,0.91588,0.01813,1000.98624,-99.80219,0.03988,mustard silt,-1.06145,0.60470,5474.02591,-89184.83454,True,False,-3.71289
1150,-0.20305,1.11905,1001.62051,-99.72281,2.46191,mustard silt,0.49424,-0.97657,5472.41073,-89186.14740,True,False,-59.34202
1151,1.98548,-1.01934,1000.77482,-99.92798,-2.24255,surströmming,1.80157,1.93977,5475.10610,-89188.38732,True,False,49.66147
1152,-2.10450,3.38965,1000.89084,-99.68957,7.45723,mustard silt,0.25031,0.85322,5473.15984,-89184.59672,True,False,-154.77950
1153,0.32648,0.59107,1000.99122,-99.38524,1.30035,mustard silt,-1.05921,0.90193,5473.66472,-89185.62645,False,False,-33.18021
1154,0.79355,0.13636,1000.15795,-100.23116,0.30000,surströmming,0.42957,-0.36051,5475.60496,-89188.13498,True,False,-10.24330
1155,1.83875,-0.64838,1000.81638,-99.71244,-1.42645,silt med schnapps,-0.51260,-0.89767,5477.97946,-89190.56812,False,False,42.34550
1156,1.05492,0.01489,1000.22331,-100.22256,0.03275,surströmming,0.07343,1.79068,5474.08196,-89184.66571,True,False,2.85781
1157,0.88434,0.24454,1000.65528,-99.88152,0.53798,mustard silt,0.38222,0.23450,5478.65804,-89185.33929,True,False,-5.45535
1158,2.08293,-1.03497,1000.70729,-100.18839,-2.27694,surströmming,1.88664,0.32462,5473.54690,-89185.13845,True,False,54.50038
1159,3.75869,-2.82129,1001.22676,-99.78007,-6.20685,surströmming,-0.12416,-0.87622,5474.27907,-89185.74182,False,False,138.54774
1160,3.12008,-1.81418,1001.07079,-99.71128,-3.99120,surströmming,-0.75778,-0.58787,5474.22979,-89185.52807,False,False,106.53918
1161,0.03842,1.08303,1000.19015,-100.13139,2.38266,mustard silt,-0.82444,-0.25665,5473.08763,-89186.90252,True,False,-47.98395
1162,-0.45472,1.68573,1000.67745,-99.98241,3.70861,mustard silt,0.09584,1.45629,5475.42337,-89186.11645,True,False,-72.39752
1163,1.50284,-0.55458,1000.56702,-99.92683,-1.22007,surströmming,0.09574,0.34993,5478.09777,-89186.17618,True,False,25.42547
1164,-0.16684,0.97777,1000.41745,-100.34387,2.15109,mustard silt,1.63252,-0.96750,5473.50370,-89184.70400,True,False,-58.13312
1165,2.49814,-1.43964,1001.10027,-99.77210,-3.16721,surströmming,0.74837,-0.60360,5476.31375,-89182.44848,False,False,75.45690
1166,0.30760,0.56707,1000.79804,-99.69192,1.24755,mustard silt,2.39290,1.16563,5475.04518,-89183.59324,True,False,-34.22094
1167,-0.22084,0.99142,1000.47412,-100.57146,2.18112,old-fashioned silt,-0.02047,-1.11586,5473.59384,-89185.77519,True,False,-60.80488
1168,-0.31243,1.30673,1000.58090,-100.28810,2.87480,mustard silt,-1.12198,-2.15560,5477.87670,-89188.51152,True,False,-65.33121
1169,1.26941,-0.30328,1000.39825,-100.56996,-0.66723,surströmming,-2.99534,2.09697,5471.72651,-89186.52820,True,False,13.66939
1170,0.57799,0.48340,1001.18985,-99.36299,1.06349,mustard silt,2.93331,-0.31983,5472.63072,-89186.37068,False,False,-20.50538
1171,0.03983,1.31136,1001.08036,-99.37655,2.88499,mustard silt,0.04315,-2.25019,5476.46373,-89187.30255,False,False,-47.46836
1172,0.34894,0.37088,1000.40036,-100.03544,0.81594,mexicansk silt,0.14863,-0.29638,5475.06243,-89186.09150,True,False,-32.35281
1173,1.35979,-0.30596,1000.77880,-100.34635,-0.67312,surströmming,0.07803,1.49951,5472.61037,-89186.61845,True,False,18.37877
1174,-0.34165,1.28776,1000.32495,-99.80037,2.83307,mustard silt,-0.29893,0.40181,5475.29370,-89184.09926,True,False,-66.92003
1175,-0.15654,1.17518,1000.09323,-100.16670,2.58540,mustard silt,-0.23438,1.16460,5480.14380,-89185.15743,True,False,-57.78043
1176,1.90632,-0.52936,1000.20280,-100.06115,-1.16458,surströmming,-0.56672,1.03319,5478.64098,-89185.84746,True,False,45.41737
1177,1.65713,-0.74272,1001.05329,-99.62637,-1.63398,curry silt,-0.27444,-1.50996,5477.06808,-89186.91313,False,False,33.38301
1178,0.55910,0.63564,1000.11637,-100.21720,1.39842,silt med onions,-0.80640,1.00843,5472.31724,-89185.73141,True,False,-21.98695
1179,0.86531,0.06689,1000.41394,-100.21172,0.14717,surströmming,1.60541,0.61173,5474.17830,-89185.58333,True,False,-6.52757
1180,0.35456,0.73644,1000.63315,-99.97047,1.62017,mustard silt,-2.60273,0.96713,5473.55241,-89186.99502,True,False,-31.95542
1181,0.40976,0.65350,1001.15293,-99.68753,1.43771,mustard silt,0.99608,0.06355,5476.81824,-89186.47378,True,False,-28.93532
1182,0.95581,-0.00437,1000.31084,-100.04029,-0.00961,surströmming,2.52535,-0.43502,5473.28879,-89185.01874,True,False,-2.05404
1183,2.67539,-1.43794,1000.77096,-100.01073,-3.16348,surströmming,0.52379,-0.47140,5476.19992,-89186.71854,True,False,84.15514
1184,2.09143,-1.05102,1001.23161,-99.42825,-2.31225,mexicansk silt,0.06902,1.47620,5473.94069,-89187.26114,False,False,55.18721
1185,0.93406,0.23984,1001.08044,-99.83044,0.52764,mustard silt,-1.01849,2.93175,5474.79050,-89186.06162,True,False,-2.75671
1186,2.49498,-1.42468,1000.83689,-100.23423,-3.13430,surströmming,-0.04422,0.17212,5472.37377,-89185.67968,True,False,75.16747
1187,1.35505,-0.11774,1001.01604,-99.47664,-0.25903,mustard silt,-1.51781,-0.24621,5473.09266,-89186.64311,False,False,18.26063
1188,0.58395,0.29591,1000.98142,-99.58959,0.65100,mustard silt,-0.57224,0.42138,5477.76479,-89186.02460,False,False,-20.31163
1189,2.22457,-1.26373,1000.35616,-99.91112,-2.78021,surströmming,-1.94750,1.71984,5477.17907,-89183.39922,True,False,61.40651
1190,2.57818,-1.58386,1001.19386,-99.85867,-3.48450,surströmming,1.00902,-0.61982,5474.38264,-89183.53275,True,False,79.50606
1191,2.20350,-1.07713,1000.28986,-100.07485,-2.36968,surströmming,0.30128,-0.09347,5473.30535,-89185.99745,True,False,60.32007
1192,0.05943,0.96607,1000.99016,-99.58104,2.12536,mustard silt,-1.36856,-0.06090,5472.98497,-89186.84721,False,False,-46.53321
1193,1.79798,-0.75072,1000.63382,-100.01546,-1.65159,surströmming,-1.01271,1.00232,5477.70564,-89185.97704,True,False,40.21596
1194,1.86392,-0.77885,1000.41215,-99.91602,-1.71348,surströmming,1.23491,0.35979,5475.29511,-89188.03722,True,False,43.40211
1195,-0.22612,1.34380,1000.90800,-99.92506,2.95637,mustard silt,-0.02871,-0.90294,5475.05762,-89184.93639,True,False,-60.85206
1196,0.23565,0.97285,1000.69591,-99.87733,2.14027,mustard silt,2.25915,1.38402,5476.18136,-89184.94146,True,False,-37.86929
